"text","structure","emojis","emotion"
"check out the new and fabulous photographs on our walls , captured by sara elisabeth ... tt.token tt.token","VB RP DT JJ CC JJ NNS IN PRP$ NNS , VBD IN NNP NNP : HT HT","","5.0"
"no one can do a sad , forlorn , puppydog face like gene kelly ! tt.token tt.token tt.token","DT NN MD VB DT JJ , JJ , JJ NN IN NNP NNP . HT HT HT","","5.0"
"the #selfie / poured bed sheet / wind / sky- over grass n trees . tt.token tt.token tt.token tt.token tt.token","DT NN : VBN NN NN : NN : NN IN NN CC NNS . HT HT HT HT HT","","5.0"
"light up your home bar with this great led sign ! tt.token tt.token tt.token tt.token","NN RP PRP$ NN NN IN DT JJ VBN NN . HT HT HT HT","","3.5"
"day 1 : productive day ! started a new tt.token tt.token with tt.token and project gallery for this years tt.token tt.token","NN CD : JJ NN . VBD DT JJ HT HT IN HT CC NN NN IN DT NNS HT HT","","2.0"
"adam's david bowie shirt was pretty sweet ! tt.token tt.token","NNP NNP NNP NN VBD RB JJ . HT HT","","3.5"
"nothing has ever described me more . tt.token","NN VBZ RB VBD PRP RBR . HT","","3.5"
"today's tt.token tt.token","NNS HT HT","","3.5"
"amethyst in the glow new #ballerina themed tt.token tt.token tt.token tt.token tt.token url","NNP IN DT NN JJ NN NN HT HT HT HT HT URL","","5.0"
"giant bacon #onset tt.token - fact : the paper on the lanterns is taken from the bacon wrapping ! tt.token usr","JJ NN NN HT : NN : DT NN IN DT NNS VBZ VBN IN DT NN VBG . HT USR","","-1.5"
"you guys are amazing ! keep on dancing ! ! ! tt.token tt.token","PRP NNS VBP JJ . VB IN VBG . . . HT HT","","4.0"
"recycled spirit's of iron . tt.token tt.token tt.token tt.token tt.token tt.token tt.token tt.token tt.token tt.token","JJ NNS IN NNP . HT HT HT HT HT HT HT HT HT HT","","2.0"
"tt.token tt.token welcome eu tt.token","HT HT VB NNP HT","","2.0"
"good morning from staples on stavanger dr. #stjohns breakfast networking session ! rocket bakery eats ! tt.token ? ?","UH UH IN NNP IN NNP NNP NNP NN NN NN . NN NNP VBZ . HT . .","","2.0"
"using our new whisperphones during read to self . thanks , mr. soots ! ! ! tt.token tt.token","VBG PRP$ JJ NNS IN NNP TO NNP . UH , NNP NNP . . . HT HT","","5.0"
"stiched on the tt.token usr tt.token tt.token tt.token tt.token","VBD IN DT HT USR HT HT HT HT","","3.5"
"usr lizzy approves of the z tt.token tt.token tt.token tt.token tt.token","USR NNP VBZ IN DT NNP HT HT HT HT HT","","0.0"
"flotilla of flying trilobite fossils tt.token url","NNP IN NNP NNP NNS HT URL","","2.0"
"`` usr : so so beautiful tt.token tt.token tt.token url","`` USR : RB RB JJ HT HT HT URL","","3.5"
"it's a lego party ! tt.token tt.token tt.token","PRP DT NNP NNP . HT HT HT","","5.0"
"wedding party bus ! ! tt.token tt.token tt.token","NN NN NN . . HT HT HT","","5.0"
"monday morning procrastinating ? read magmag now , check emails later wink tt.token tt.token url","NNP NN VBG . VB NNP RB , VB NNS RB EMO HT HT URL",";)","2.0"
"blessings ! papa ritchie interviewed me tt.token tt.token tt.token tt.token","NNS . NNP NNP VBD PRP HT HT HT HT","","3.5"
"tt.token tt.token tt.token tt.token tt.token (@ arts , beats & eats in royal oak , mi ) url","HT HT HT HT HT IN NNP , VBZ CC NNS IN NNP NNP , NNP -RRB- URL","","2.0"
"thanks siemens for sponsoring b4kjr robotics camps . awesome time @ lawrence tech ! ! ! ! tt.token tt.token","UH NNP IN VBG NNP NNP NNS . JJ NN IN NNP NNP . . . . HT HT","","2.0"
"you now have plans . this sat usr celebrates 40 yrs with a tt.token ! ! ! url","PRP RB VB NNS . DT NNP USR VBZ CD NNS IN DT HT . . . URL","","3.5"
"`` usr : basket of fruit by edouard manet usr tt.token tt.token url","`` USR : NN IN NNP IN NNP NNP USR HT HT URL","","2.0"
"usr usr her reaction every month when her tt.token come !","USR USR PRP$ NN DT NN WRB PRP HT VB .","","2.0"
"love this green gown on tt.token tt.token tt.token tt.token","VBP DT JJ NN IN HT HT HT HT","","0.0"
"tt.token kickin ass at tt.token","HT VBG NN IN HT","","0.6666666666666666"
"tt.token tt.token tt.token tt.token w tt.token usr tt.token inside tt.token tt.token tt.token","HT HT HT HT IN HT USR HT IN HT HT HT","","5.0"
"day 914 - peace tower truck blend tt.token url","NN CD : NNP NNP NNP NNP HT URL","","3.0"
"i found a beauty of a photo- tt.token tt.token tt.token tt.token tt.token","PRP VBD DT NN IN DT NN HT HT HT HT HT","","-1.5"
"on the banks of the red cedar ? ? until next time msu ? ? tt.token tt.token tt.token tt.token","IN DT NNS IN DT NNP NNP . . IN JJ NN NNP . . HT HT HT HT","","2.0"
". usr tt.token tt.token usr w tom founder usr & menswear designer usr",". USR HT HT USR IN NNP NNP USR CC NN NN USR","","5.0"
"tt.token tt.token art week in tt.token was great , don't miss usr next time tt.token","HT HT NN NN IN HT VBD JJ , VB VB USR JJ NN HT","","5.0"
"hugely successful tt.token of tt.token business catalyst 400 people tt.token stay tuned","RB JJ HT IN HT NN NN CD NNS HT NN VBN","","5.0"
"after work meeting -- tt.token tt.token tt.token","IN NN NN : HT HT HT","","5.0"
"? •**just released**• ? ? ? ? ? ? ? ? ? ? ? careless whispers ? ? ? ? ? ? ? ? ? ? by jc castle usr tt.token url",". RB VBN . . . . . . . . . . . JJ NNS . . . . . . . . . . IN NNP NNP USR HT URL","","3.5"
"illustrated tt.token if tt.token usr tt.token tt.token tt.token tt.token client of 15 years","NNP HT IN HT USR HT HT HT HT NN IN CD NNS","","2.0"
"`` usr : the birth of venus - henri gervex tt.token tt.token usr usr usr","`` USR : DT NNP IN NNP : NNP NNP HT HT USR USR USR","","3.5"
"j wingfield , made in usa apparel . tt.token tt.token tt.token tt.token discover more at url","NNP NNP , VBD IN NNP NN . HT HT HT HT VB RBR IN URL","","2.0"
"great day of racing tt.token tt.token","JJ NN IN NN HT HT","","5.0"
"made the cover photo tt.token tt.token tt.token tt.token","VBD DT NN NN HT HT HT HT","","2.0"
"tt.token falls at michigan 3-0 . golden grizzlies take on george washington next at 5:30 p.m. tt.token","HT VB IN NNP CD . NNP NNP VB IN NNP NNP JJ IN CD NN HT","","3.5"
"tonight's story by usr . my baby bug starts tt.token tuesday . ? ? tt.token tt.token tt.token","NNP NN IN USR . PRP$ NNP NNP VBZ HT NNP . . . HT HT HT","","5.0"
"last nights craziness ! ! tt.token tt.token","JJ NNS NNS . . HT HT","","5.0"
"rt usr via usr 6strategies4 tt.token 4 lasting success , by usr url","RT USR IN USR CD HT CD JJ NN , IN USR URL","","3.5"
"tt.token tonight canoe lake 2015 oil 24 x 48 in usr usr usr usr usr tt.token","HT NN NNP NNP CD NN CD EMO CD IN USR USR USR USR USR HT","x","5.0"
"? ? usr wish you the best ? tt.token tt.token tt.token tt.token",". . USR VBP PRP DT JJS . HT HT HT HT","","0.0"
"this is one facility that can reduce its electric bill by installing our system . tt.token tt.token tt.token","DT VBZ CD NN IN MD VB PRP JJ NN IN VBG PRP$ NN . HT HT HT","","0.0"
"** check out my new painting at bean around the world ** tt.token tt.token tt.token tt.token url","UH VB RP PRP$ JJ NN IN NNP IN DT NNP NNP HT HT HT HT URL","","5.0"
"game on nomi . our private label bubbly has arrived via usr . tt.token tt.token tt.token tt.token tt.token","NN IN NNP . PRP$ JJ NN JJ VBZ VBN IN USR . HT HT HT HT HT","","2.0"
"tt.token tt.token tt.token tt.token tt.token taking on tt.token jurgen zopp in tt.token tt.token on centre court","HT HT HT HT HT VBG IN HT NNP NNP IN HT HT IN NNP NNP","","3.5"
"we love mixing artists in one space ! tt.token and tt.token are luscious together . tt.token tt.token tt.token","PRP VBP VBG NNS IN CD NN . HT CC HT VBP JJ RB . HT HT HT","","5.0"
"my fine art photo website is live new work , old favourites , tt.token #collector tt.token url","PRP$ JJ NN NN NN VBZ JJ JJ NN , JJ NNS , HT NN HT URL","","3.5"
"tt.token is open seven days a week including tt.token ! ! ! 10-10 ! tt.token tt.token tt.token","HT VBZ JJ CD NNS DT NN VBG HT . . . CD . HT HT HT","","3.5"
"`` usr : tt.token tt.token childe hassam usr usr usr usr","`` USR : HT HT NNP NNP USR USR USR USR","","2.0"
"twilight at the birchcliff / cliffcrest community market .... join us next tuesday from 3 to 7 tt.token tt.token","NNP IN DT NNP CC NNP NN NN : VB PRP JJ NNP IN CD TO CD HT HT","","3.5"
"at tt.token ? come by our booth to meet team members usr and juliana ! learn how to tt.token","IN HT . VB IN PRP$ NN TO VB NN NNS USR CC NNP . VB WRB TO HT","","3.5"
"i had so much fun doing that tt.token post . i have about 500 pics from it lol .","PRP VBD RB JJ NN VBG DT HT NN . PRP VBP IN CD NNS IN PRP UH .","","3.5"
"saveourcoast- a visual reminder by zipolita tt.token tt.token tt.token tt.token url","NNP DT JJ NN IN NNP HT HT HT HT URL","","2.0"
"sit down with a tt.token and tt.token comms specialist before monday , with a usr sunday session . space is limited .","VB RP IN DT HT CC HT NN NN IN NNP , IN DT USR NNP NN . NN VBZ JJ .","","5.0"
"tt.token breakfast … tt.token","HT NN : HT","","5.0"
"tt.token tt.token tt.token in the experimental sky cloudlikebutterfly usr","HT HT HT IN DT JJ NNP NNP USR","","5.0"
"when good towel animals go rogue ... tt.token tt.token tt.token","WRB JJ NN NNS VB JJ : HT HT HT","","5.0"
"work w/purpose ? we are recruiting tt.token 4 tt.token . deadine : sept 21 . gain tt.token tt.token & tt.token tt.token","NN NNP . PRP VBP VBG HT CD HT . NNP : NNP CD . VB HT HT CC HT HT","","2.0"
"final result my painting tt.token tt.token tt.token tt.token tt.token tt.token","JJ NN PRP$ NN HT HT HT HT HT HT","","3.5"
"for now here's the view we enjoyed while modelling some more and partying with the girls ! tt.token tt.token","IN RB RB DT NN PRP VBD IN VBG DT RBR CC VBG IN DT NNS . HT HT","","3.5"
"love you guys so much ! congrats ? ? ? ? ? ? tt.token","VBP PRP NNS RB RB . UH . . . . . . HT","","5.0"
"map of the testimonies we've received so far following the tt.token in washington","NN IN DT NNS PRP VBD RB RB VBG DT HT IN NNP","","0.0"
"xiaomi and beyond : asia’s 29 unicorns ranked by valuation usr tt.token tt.token tt.token url","NNP CC IN : NNP CD NNP VBD IN NN USR HT HT HT URL","","5.0"
"the party begins ! tt.token tt.token","DT NN VBZ . HT HT","","5.0"
"amazing tt.token ! demand tt.token energy ! back the tt.token tt.token tt.token url","JJ HT . NN HT NN . RB DT HT HT HT URL","","5.0"
"class is in session ! usr usr usr usr tt.token tt.token","NN VBZ IN NN . USR USR USR USR HT HT","","-5.0"
"my style , my way ! ! tt.token usr tt.token","PRP$ NN , PRP$ NN . . HT USR HT","","5.0"
"that statue of commodore perry in hail columbia ( 1934 ) looks an awful lot like the one here in tt.token ny ! tt.token","DT NN IN NNP NNP IN NNP NNP -LRB- CD -RRB- VBZ DT JJ NN IN DT NN RB IN HT NNP . HT","","0.0"
"love that tt.token : virtual #facade painting lights up the night at tt.token all weekend . usr","VBP DT HT : JJ NN NN NNS RP DT NN IN HT DT NN . USR","","5.0"
"tt.token tt.token ( must have valid usr #autograph ; 21+ only ) @ tt.token of tt.token","HT HT -LRB- MD VB JJ USR NN : CD RB -RRB- IN HT IN HT","","5.0"
"`` usr : girl in a doorway by frederick childe hassam usr tt.token tt.token url","`` USR : NN IN DT NN IN NNP NNP NNP USR HT HT URL","","2.0"
"james nowak art glass tt.token tt.token tt.token","NNP NNP NNP NNP HT HT HT","","3.5"
"new tt.token coming soon by me","JJ HT VBG RB IN PRP","","5.0"
"chefs at work usr tt.token","NNS IN NN USR HT","","3.5"
"has there ever been a more perfect pair than wine and cheese ? we don't think so . tt.token tt.token","VBZ RB RB VBN DT RBR JJ NN IN NN CC NN . PRP VBP VB RB . HT HT","","5.0"
"watching the big sleep because even after 1,000 viewings still don't know who sean regan is . smiley tt.token tt.token","VBG DT NNP NNP IN RB IN CD NNS RB VBP VB WP NNP NNP VBZ . EMO HT HT",":-)","2.0"
"the metropolitan museum of art , new york - roman art #metropolitan tt.token tt.token tt.token url","DT NNP NNP IN NNP , NNP NNP : NNP NNP NNP HT HT HT URL","","3.5"
"umm ... tt.token tt.token tt.token tt.token symptoms ... lol tt.token","UH : HT HT HT HT NNS : UH HT","","3.5"
"had a great time usr today ! incredible speakers ! ? ? ? ? tt.token tt.token","VBD DT JJ NN USR NN . JJ NNS . . . . . HT HT","","2.0"
"throwback to when my creative outlet was drawing . ? ? tt.token tt.token","NN TO WRB PRP$ JJ NN VBD VBG . . . HT HT","","2.0"
"a8 } only one answer here that works > usr thanks for being tt.token tt.token tt.token tt.token","CD : RB CD NN RB DT VBZ : USR NNS IN VBG HT HT HT HT","","4.0"
"university of guelph invests in a kick-ass mascot sculpture glad to be welcomed by the guelph griffin tt.token","NNP IN NNP VBZ IN DT NN NN NN JJ TO VB VBN IN DT NNP NNP HT","","3.5"
"usr game day food at its best ! ! tt.token","USR JJ NN NN IN PRP JJS . . HT","","3.5"
"usr this was easy , healthy , affordable and ( i'll admit it ! ) tastier than i could have done ! tt.token","USR DT VBD JJ , JJ , JJ CC -LRB- PRP VB PRP . -RRB- JJR IN PRP MD VB VBN . HT","","5.0"
"it's tt.token ! retweet if you're labouring today . tt.token tt.token","PRP HT . VB IN PRP VBG NN . HT HT","","5.0"
"we are at usr in tt.token tonight ! usr tt.token tt.token tt.token tt.token","PRP VBP IN USR IN HT NN . USR HT HT HT HT","","5.0"
"met the nicest tt.token tt.token on tt.token sat . tt.token ftw . tt.token tt.token","VBD DT JJS HT HT IN HT NNP . HT UH . HT HT","","5.0"
"happy birthday to this stud muffin ? ? tt.token tt.token tt.token ? ?","JJ NN TO DT NN NN . . HT HT HT . .","","3.5"
"tonight is the night to fear the walking dead ! usr tt.token","NN VBZ DT NN TO VB DT NNP NNP . USR HT","","3.5"
"let the decorating begin ! ready to transform these cookies into beautiful works of art . tt.token tt.token","VB DT NN VB . JJ TO VB DT NNS IN JJ NNS IN NN . HT HT","","0.0"
"new video ! this week- easy dotted tt.token now on tt.token url","JJ NN . DT NN JJ NN HT RB IN HT URL","","5.0"
"an old sketch tt.token tt.token","DT JJ NN HT HT","","3.5"
"cupe 79 inside workers going door to door for usr tt.token tt.token usr tt.token","NNP CD IN NNS VBG NN TO NN IN USR HT HT USR HT","","5.0"
"bad intentions by niykee heaton - waste away ( feat . devon baldwin ) ? tt.token tt.token url","JJ NNS IN NNP NNP : NNP NNP -LRB- NN . NNP NNP -RRB- . HT HT URL","","-1.5"
"lot tt.token `` cluster fuck 36,000 : homage to the fuckin `` square `` by ken nicol , courtesy usr tt.token tt.token tt.token","NNP HT `` NN VB CD : NN TO DT NN `` NN `` IN NNP NNP , NN USR HT HT HT","","-5.0"
"happy tt.token ! team daily observes it every day though wink tt.token tt.token tt.token tt.token tt.token","JJ HT . NN NN VBZ PRP DT NN RB EMO HT HT HT HT HT",";)","3.5"
"to a sparkling monday ! tt.token","TO DT JJ NNP . HT","","3.5"
"gorgeous tt.token by lead tt.token megan from this past saturday usr tt.token tt.token","JJ HT IN NNP HT NNP IN DT JJ NNP USR HT HT","","3.5"
"hey guys ! i finally got around to doing a tt.token it's very nice to meet all of you !","UH NNS . PRP RB VBD IN TO VBG DT HT PRP RB JJ TO VB DT IN PRP .","","3.5"
"`` you're stronger than you know . you'll find the strength to do what you need to do `` usr tt.token","`` PRP JJR IN PRP VBP . PRP VB DT NN TO VB WP PRP VBP TO VB `` USR HT","","5.0"
"win an autographed tt.token tt.token jersey winner drawn at season opener ! url","VB DT NN HT HT NN NNP VBD IN NN NN . URL","","5.0"
"tune into tt.token at 5 usr ? on tt.token usr usr what up doe url","NN IN HT IN CD USR . IN HT USR USR WP RP IN URL","","2.0"
"tt.token new print . up now at tt.token tt.token tt.token tt.token tt.token url","HT JJ NN . RP RB IN HT HT HT HT HT URL","","2.0"
"each yr 50,000 + 4th & 5th graders study curriculum-based materials to prepare for an ncs educ concert tt.token","DT NN CD : JJ CC JJ NNS NN NN NNS TO VB IN DT NNP NNP NNP HT","","5.0"
"profiterole perfection . tt.token","NNP NNP . HT","","3.5"
"tt.token yogi & personal trainer usr in a crescent lunge twist tt.token tt.token tt.token tt.token","HT NNP CC JJ NN USR IN DT NNP NNP NNP HT HT HT HT","","2.0"
"messy hair , don't care . she's still beautiful . (: usr tt.token","JJ NN , VBP VB . PRP RB JJ . UH USR HT","","5.0"
"`` usr : kenton nelson tt.token tt.token rt usr ``","`` USR : NNP NNP HT HT RT USR ``","","3.5"
"keeping it tt.token long after monday . bring it on tt.token ! tt.token tt.token tt.token tt.token tt.token","VBG PRP HT JJ IN NNP . VB PRP IN HT . HT HT HT HT HT","","3.5"
"`` usr : daily grace tt.token url","`` USR : NNP NNP HT URL","","3.5"
"off to sleep , but i leave you with ray milland & his improbably white teeth ! tt.token tt.token tt.token","RP TO VB , CC PRP VBP PRP IN NNP NNP CC PRP$ RB JJ NN . HT HT HT","","3.5"
"can you recommend anyone for this tt.token ? shift supervisor - tt.token tt.token , ny url","MD PRP VBP NN IN DT HT . NN NN : HT HT , NNP URL","","3.5"
"buffalo food entrepreneurs , the people have spoken and they want a kettle corn truck tt.token","NNP NN NNS , DT NNS VBP VBN CC PRP VBP DT NN NN NN HT","","2.0"
"ghosts of the mountain usr usr tt.token tt.token tt.token tt.token tt.token","NNS IN DT NN USR USR HT HT HT HT HT","","3.5"
"this orange is on fire ! usr usr usr usr tt.token tt.token","DT NN VBZ IN NN . USR USR USR USR HT HT","","2.0"
"he : `` you should paint me . `` me : `` what do you think this is ? the titanic ? `` tt.token","PRP : `` PRP MD VB PRP . `` PRP : `` WP VBP PRP VBP DT VBZ . DT NNP . `` HT","","3.5"
"legionnaires `` disease outbreak in #dartmouth confirmed url","NNP `` NN NN IN NNP VBD URL","","-5.0"
"got a new toy . having way too much fun tonight in tt.token // tt.token tt.token tt.token","VBD DT JJ NN . VBG NN RB JJ NN NN IN HT : HT HT HT","","5.0"
"custom ordered for a bridal gift . artist jenn swarthout of usr tt.token tt.token tt.token tt.token","JJ VBD IN DT JJ NN . NN NNP NNP IN USR HT HT HT HT","","3.5"
"my workout buddy and i are working on balance today tt.token usr tt.token tt.token tt.token","PRP$ NN NN CC PRP VBP VBG IN NN NN HT USR HT HT HT","","5.0"
"tt.token of the day ... tt.token tt.token","HT IN DT NN : HT HT","","5.0"
"i love this tt.token rendition from nick schultz usr of one of my glam photos ! url","PRP VBP DT HT NN IN NNP NNP USR IN CD IN PRP$ NN NNS . URL","","3.5"
"tt.token sept . 11 6-9pm usr gallery dates 9/12-9/18 usr usr tt.token url","HT NNP . CD CD USR NN NNS CD USR USR HT URL","","5.0"
"lagi's elizabeth monoian & robert ferry talking about their amazing tt.token ! tt.token","NNP NNP NNP CC NNP NNP VBG IN PRP$ JJ HT . HT","","2.0"
